transaction_id,user_id,transaction_date,product_category,merchant_name,product_amount,transaction_status,merchant_id,transaction_type
33510bb9-af04-4d9c-8e3b-dea909721654,USER_001,8/8/23 13:08,Highway Toll,NKVE Toll,2.21,Pending,MERCH_TOLL_2604,payment
a21198c9-b550-4c25-93aa-190025ec9421,USER_001,8/8/23 15:05,Insurance,AIA Malaysia,124.9,Successful,MERCH_INS_4872,payment
3f4a5593-5610-4fee-a631-ab926df92ef5,USER_001,10/8/23 17:36,Food & Beverage,Secret Recipe,17.35,Successful,MERCH_FNB_1960,payment
2d7a7220-ee36-4523-b60a-67103d35eb2d,USER_001,11/8/23 7:14,Food Delivery,AirAsia Food,44.99,Failed,MERCH_FDL_5673,payment
f3f1e1e7-a083-448e-9c01-2b343338ef0a,USER_001,11/8/23 14:09,Wallet Top-up,Debit Card Reload,232.37,Successful,TOPUP,topup
6500d3f2-8881-438f-85ad-b19b9b917068,USER_001,12/8/23 12:42,Food & Beverage,Tealive,48.44,Successful,MERCH_FNB_1958,payment
e19b7365-dad1-4b63-9098-24b0fa9fd758,USER_001,12/8/23 14:51,Taxi / Ride-hailing,Grab Car,38.38,Successful,MERCH_RDH_1821,payment
3cba6bae-a68f-4795-88ed-99d9aed0606e,USER_001,13/8/2023 9:22,Education,Udemy Malaysia,241.33,Successful,MERCH_EDU_1931,payment
fd0303ca-d73a-4177-9396-10f21e63ed08,USER_001,14/8/2023 7:01,Food & Beverage,KFC Malaysia,35.28,Failed,MERCH_FNB_4853,payment
3ad9e6b2-24a8-4d0d-b618-435c1fd1a16c,USER_001,14/8/2023 8:24,Petrol,Petron Malaysia,85.74,Successful,MERCH_PTR_1651,payment
eb7ece84-057e-4460-a393-03a014ce2958,USER_001,14/8/2023 11:29,Petrol,Petron Malaysia,114.12,Successful,MERCH_PTR_6183,payment
317286ab-9667-4223-a019-54e0f7205052,USER_001,14/8/2023 18:23,Taxi / Ride-hailing,inDrive Malaysia,28.58,Successful,MERCH_RDH_5351,payment
aed346d1-7f49-45e6-ba8c-471f721e382e,USER_001,15/8/2023 14:51,Grocery Shopping,Village Grocer,17.19,Successful,MERCH_GRC_2188,payment
b356ff8b-e374-4248-af67-81b3130894fb,USER_001,15/8/2023 17:10,Petrol,Petronas Station,78.39,Successful,MERCH_PTR_2200,payment
3b957f96-d505-4a99-8def-59a2ff22f9d1,USER_001,16/8/2023 18:56,Food & Beverage,PappaRich,70.95,Successful,MERCH_FNB_2127,payment
4217b8f5-d452-46e7-bbfc-c242afa75183,USER_001,17/8/2023 12:09,Food & Beverage,Gong Cha Malaysia,5.59,Successful,MERCH_FNB_9666,payment
6968e546-d805-4039-92cd-7d2341b82bae,USER_001,18/8/2023 6:43,Grocery Shopping,Mydin,77.15,Successful,MERCH_GRC_3200,payment
32621b9a-f2a3-4290-bdf1-983b0d812980,USER_001,18/8/2023 14:47,Taxi / Ride-hailing,inDrive Malaysia,22.65,Successful,MERCH_RDH_5462,payment
5b63112f-0375-4d10-9a59-8a648bf99562,USER_001,20/8/2023 20:33,Food Delivery,Shopeefood,50.11,Successful,MERCH_FDL_9280,payment
0417bf21-cf1a-451a-96f2-aa28293ac8d5,USER_001,21/8/2023 20:09,Education,Coursera,212.29,Successful,MERCH_EDU_7939,payment
7965047b-5667-4792-b97c-1ff6a913571a,USER_001,21/8/2023 23:26,Mobile Recharge,Celcom Top-up,16.46,Successful,MERCH_MBL_5291,payment
779e7e01-525a-4fe3-9049-4b0397ccbe5e,USER_001,23/8/2023 8:02,Taxi / Ride-hailing,Maxim Malaysia,13.82,Failed,MERCH_RDH_1158,payment
11054d81-929f-44b3-b2a8-7cdde67bcf10,USER_001,23/8/2023 8:38,Taxi / Ride-hailing,inDrive Malaysia,9.87,Successful,MERCH_RDH_9938,payment
f336eeec-2b72-4a02-8ef3-671cc9860c84,USER_001,24/8/2023 20:34,Petrol,Caltex Malaysia,33.76,Successful,MERCH_PTR_3088,payment
5862a9c3-0329-433d-9efd-15f2bbedfdc5,USER_001,25/8/2023 7:55,Wallet Top-up,Maybank2u Top-up,279.78,Successful,TOPUP,topup
bec97fc5-05fa-4aee-9e26-8c86b82713ce,USER_001,25/8/2023 11:34,Food & Beverage,KFC Malaysia,63.51,Successful,MERCH_FNB_6794,payment
777a0ad3-c9c7-4208-8e9b-ea9ef2ed8fe5,USER_001,25/8/2023 16:07,Food Delivery,Beep Delivery,84.21,Successful,MERCH_FDL_3532,payment
47b0bebf-dad1-4b73-8cc2-310fe93cf427,USER_001,28/8/2023 15:53,Food & Beverage,Marrybrown,6.86,Successful,MERCH_FNB_7755,payment
f2f1c574-7e22-4474-9e10-b4d562445574,USER_001,29/8/2023 16:13,Mobile Recharge,U Mobile Reload,20.67,Successful,MERCH_MBL_5065,payment
b051f69c-69fe-4920-a8bc-9c02828a27c9,USER_001,30/8/2023 18:05,Public Transport,RapidKL LRT,3,Successful,MERCH_TRNS_8711,payment
dabd92f4-b4ab-4133-8b00-8509f91db14c,USER_001,30/8/2023 22:58,Online Shopping,Zalora Malaysia,127,Successful,MERCH_OSP_4728,payment
f12eb08c-af14-44d6-82e6-492436a26461,USER_001,30/8/2023 23:14,Food Delivery,Shopeefood,87.42,Successful,MERCH_FDL_2137,payment
0fd78b2a-3069-489a-ac58-630ae33bca6d,USER_001,31/8/2023 14:32,Internet Bill,Celcom Home,125.43,Successful,MERCH_INT_9785,payment
92dac1ad-0233-43f3-8cd5-5e15b5492aa8,USER_001,31/8/2023 16:06,Parking,JPA Parking,12.45,Pending,MERCH_PRK_3925,payment
5a1613d2-0725-4989-abdb-72b2f0f4c1cc,USER_001,1/9/23 8:17,Wallet Top-up,Public Bank Top-up,115.5,Successful,TOPUP,topup
54738e3d-4bec-4525-ba21-f5d7b07a3db8,USER_001,1/9/23 15:18,Grocery Shopping,Village Grocer,33.94,Successful,MERCH_GRC_9849,payment
36fc1fa0-33c6-40e4-990c-1673be8b4b6f,USER_001,2/9/23 13:30,Food Delivery,Foodpanda,17.01,Successful,MERCH_FDL_4505,payment
e5a21ff6-8c47-40d8-972a-4ddd0788936e,USER_001,3/9/23 16:39,Petrol,Caltex Malaysia,48.62,Successful,MERCH_PTR_2020,payment
b7243cf6-107f-414d-bec2-7a858ebcacd7,USER_001,4/9/23 19:22,Parking,DBKL Parking,17.42,Successful,MERCH_PRK_1320,payment
830275e9-a825-4a63-8ee1-6a90f61b2059,USER_001,5/9/23 6:57,Food Delivery,Grab Food,35.29,Successful,MERCH_FDL_6763,payment
01464a28-ae86-4442-8b0d-3f649758e59c,USER_001,6/9/23 21:28,Parking,Secure Parking,15.46,Successful,MERCH_PRK_9818,payment
c48718c5-8bb8-4787-9d86-3aa667e41e14,USER_001,8/9/23 9:29,Electricity Bill,Tenaga Nasional (TNB),112.66,Successful,MERCH_UTL_8999,payment
54c9761a-c210-4c11-ba8b-6d5df289d48a,USER_001,8/9/23 11:51,Highway Toll,SPRINT Highway,11.64,Successful,MERCH_TOLL_7624,payment
b7247eab-6a2b-4b4b-8d58-ef9ee6cd0fbe,USER_001,8/9/23 12:09,Parking,DBKL Parking,2.49,Successful,MERCH_PRK_9751,payment
60ff0bbe-493f-4a51-a3c5-04e2239e0bea,USER_001,9/9/23 22:31,Petrol,Petronas Station,87.85,Successful,MERCH_PTR_2375,payment
e57866e9-0912-4ba9-81e6-b2bada8e594c,USER_001,10/9/23 18:35,Online Shopping,Shopee,201.97,Successful,MERCH_OSP_5262,payment
5c497d02-72ab-4f66-a0ea-974f0faaf8df,USER_001,10/9/23 22:19,Mobile Recharge,U Mobile Reload,40.08,Successful,MERCH_MBL_5558,payment
1529cc66-930a-4479-b1d5-9f800f9c7037,USER_001,10/9/23 22:42,Grocery Shopping,Mydin,19.56,Successful,MERCH_GRC_8705,payment
4089988d-1ad3-4ea8-abc1-93d452bd9534,USER_001,10/9/23 23:08,Wallet Top-up,RHB Online Top-up,144.84,Successful,TOPUP,topup
d3917dad-115e-46b4-a757-75912f06db4e,USER_001,13/9/2023 21:25,Wallet Top-up,Maybank2u Top-up,250.85,Failed,TOPUP,topup
de7a81b2-1771-4959-91db-254d9dbe0516,USER_001,14/9/2023 16:25,Food & Beverage,McDonald's Malaysia,22.89,Successful,MERCH_FNB_3496,payment
5ddfa481-b0e9-41fe-91b3-f94261ff3a3e,USER_001,14/9/2023 16:29,Public Transport,MRT Putrajaya Line,7.3,Successful,MERCH_TRNS_8619,payment
5749008a-4cec-44a7-ad6d-ed1a2da90fbd,USER_001,14/9/2023 18:43,Food & Beverage,KFC Malaysia,77.35,Successful,MERCH_FNB_3683,payment
06259c54-b87a-41de-9674-17d248cd2ffe,USER_001,15/9/2023 12:32,Highway Toll,SPRINT Highway,7.05,Successful,MERCH_TOLL_7149,payment
8d637b42-b99c-4799-a9e2-d3f09b903664,USER_001,15/9/2023 22:27,Highway Toll,MEX Highway,2.93,Successful,MERCH_TOLL_4978,payment
5fb00112-dba7-4d2f-9bcc-7c63ae428b62,USER_001,17/9/2023 9:24,Education,Udacity,204.97,Successful,MERCH_EDU_2983,payment
ab16f9be-2391-4680-8c3f-0bfb81e08ff6,USER_001,17/9/2023 20:03,Highway Toll,NKVE Toll,10.76,Successful,MERCH_TOLL_8018,payment
9c0ab8d6-33fd-40ac-8ec6-323492ba3afd,USER_001,18/9/2023 16:48,Internet Bill,Unifi TM,179.46,Successful,MERCH_INT_7882,payment
2f81ccd4-95de-4a4e-a4f3-925ff7fd677a,USER_001,19/9/2023 12:16,Wallet Top-up,Bank Transfer Top-up,278.32,Successful,TOPUP,topup
d643620b-d30c-4566-a7e5-eccbf9790061,USER_001,20/9/2023 16:05,Food & Beverage,Marrybrown,77.41,Successful,MERCH_FNB_9548,payment
4af41a06-0290-4356-846a-fcec96f49b63,USER_001,22/9/2023 9:46,Gaming Credits,Steam Wallet,49.16,Successful,MERCH_GAM_8921,payment
8fb1162a-2724-4b97-ace0-575da929dafb,USER_001,23/9/2023 19:00,Electricity Bill,Tenaga Nasional (TNB),259.38,Successful,MERCH_UTL_5022,payment
5a3e1017-9108-4a23-874f-9110ad9633f6,USER_001,24/9/2023 12:23,Parking,Wilson Parking MY,12.26,Successful,MERCH_PRK_8613,payment
09bb99c3-245a-45a5-b6d2-82629dec28d2,USER_001,25/9/2023 13:43,Mobile Recharge,U Mobile Reload,17.27,Successful,MERCH_MBL_6325,payment
b3b5485e-e7ba-4d15-b8ce-75706d1ae840,USER_001,25/9/2023 13:53,Gaming Credits,Free Fire Diamonds,88.63,Successful,MERCH_GAM_5581,payment
938162e9-fe40-4417-9f49-dfa9cde88575,USER_001,26/9/2023 11:42,Grocery Shopping,99 Speedmart,237.79,Successful,MERCH_GRC_9464,payment
9e3b1fe3-989c-4562-a6ac-cf0c1465740e,USER_001,26/9/2023 16:27,Taxi / Ride-hailing,AirAsia Ride,43.91,Successful,MERCH_RDH_4937,payment
7a5456ad-caac-4bf5-a054-f8cc7d14d38c,USER_001,26/9/2023 20:42,Online Shopping,Shopee,161.23,Successful,MERCH_OSP_2524,payment
9036dd11-575f-4967-89b1-1122a02e7cd0,USER_001,28/9/2023 8:29,Food & Beverage,PappaRich,46.51,Successful,MERCH_FNB_8753,payment
d37622ba-1c7c-44a2-baf0-396ddd1c5fd6,USER_001,28/9/2023 9:49,Wallet Top-up,Debit Card Reload,166.16,Successful,TOPUP,topup
3858dd0e-0125-4640-9c31-534d723727e7,USER_001,29/9/2023 11:39,Grocery Shopping,Jaya Grocer,43.35,Successful,MERCH_GRC_4777,payment
38523b27-eed1-43af-ace2-ab368ddf9e2a,USER_001,29/9/2023 12:45,Public Transport,RapidKL Bus,2.72,Successful,MERCH_TRNS_4033,payment
ecaea718-1596-4b78-a7bb-554ba9e23d2a,USER_001,30/9/2023 23:28,Grocery Shopping,Jaya Grocer,210.67,Successful,MERCH_GRC_2647,payment
3cd10627-2346-4026-88fd-8a81b2350a99,USER_001,30/9/2023 23:43,Food Delivery,Shopeefood,67.23,Successful,MERCH_FDL_1231,payment
293e6e2e-88a7-47a4-9c57-64ee3cdd05cb,USER_001,1/10/23 8:54,Wallet Top-up,CIMB Clicks Top-up,165.96,Successful,TOPUP,topup
848b23ad-3176-41bd-a69d-3f728f0e6d95,USER_001,1/10/23 15:30,Grocery Shopping,Tesco Malaysia,121.88,Successful,MERCH_GRC_1601,payment
df79adb2-d5ca-4f7b-838b-52dd7f44926f,USER_001,1/10/23 19:28,Mobile Recharge,U Mobile Reload,43,Successful,MERCH_MBL_9431,payment
15c141eb-e95c-4056-a094-32a7f9f98bd3,USER_001,2/10/23 19:47,Education,iLearn,40.98,Successful,MERCH_EDU_7770,payment
ad4dead5-8a2a-41c8-a204-76b82364e1a0,USER_001,2/10/23 23:18,Water Bill,PBAPP Penang,48,Successful,MERCH_WTR_8242,payment
080c0b53-bf6a-4567-8bd9-3f25f699db2b,USER_001,3/10/23 7:10,Petrol,BHP Petrol,109.28,Successful,MERCH_PTR_8178,payment
861ceeb0-f17c-4185-86d7-edbd702bfbaf,USER_001,3/10/23 18:31,Highway Toll,MEX Highway,11.44,Successful,MERCH_TOLL_4920,payment
0257ad9e-a060-4b0a-8173-3e74f066dd93,USER_001,4/10/23 12:40,Highway Toll,KESAS Highway,4.65,Successful,MERCH_TOLL_2527,payment
de60aff1-f307-4fdb-956a-3c290e734754,USER_001,4/10/23 23:48,Public Transport,RapidKL LRT,5.49,Successful,MERCH_TRNS_3522,payment
e2639e96-0440-4840-baf3-f7d09590d1bf,USER_001,6/10/23 19:40,Online Shopping,Zalora Malaysia,420.67,Pending,MERCH_OSP_7807,payment
50665307-cb2b-4c4f-86ec-443351d2fb46,USER_001,6/10/23 23:04,Food & Beverage,Marrybrown,19.3,Successful,MERCH_FNB_7284,payment
d3a3be2d-b0c0-4a8d-ae12-a45aab13ce4b,USER_001,8/10/23 6:48,Taxi / Ride-hailing,inDrive Malaysia,22.36,Successful,MERCH_RDH_2143,payment
4346ed2a-d937-49c7-a2f5-0e20e1555967,USER_001,8/10/23 14:50,Food Delivery,Beep Delivery,76,Successful,MERCH_FDL_5377,payment
6965360e-b167-40f3-802e-9e62d706be59,USER_001,8/10/23 15:45,Grocery Shopping,Cold Storage,119.94,Successful,MERCH_GRC_3434,payment
839bbb58-5339-4338-91c6-de8455ffeb0c,USER_001,9/10/23 8:10,Mobile Recharge,Yes 4G Reload,28.21,Successful,MERCH_MBL_7180,payment
c8f3360c-c191-462f-a5b5-eaa960566fb8,USER_001,9/10/23 21:07,Food & Beverage,Tealive,22.52,Successful,MERCH_FNB_7274,payment
bd700f30-51c4-4549-88a5-cfca65a618ef,USER_001,10/10/23 15:28,Highway Toll,MEX Highway,11.37,Successful,MERCH_TOLL_8749,payment
fc7a4487-e1c3-40d8-9328-d6816d1e0d0b,USER_001,10/10/23 19:19,Food Delivery,Foodpanda,87.26,Successful,MERCH_FDL_9115,payment
1765b4c1-b5fa-4e15-bf53-c0c20e2e0ef1,USER_001,13/10/2023 20:58,Wallet Top-up,RHB Online Top-up,273.94,Successful,TOPUP,topup
480604c1-a20b-4ec7-932e-a2c3a4c41736,USER_001,14/10/2023 16:20,Online Shopping,PG Mall,27.37,Successful,MERCH_OSP_8486,payment
1fe27ea3-2a6a-4e52-9aa2-3f9597f1d73d,USER_001,15/10/2023 15:44,Parking,Wilson Parking MY,10.45,Failed,MERCH_PRK_2225,payment
ed43c9f9-3e12-492e-8d2f-cc0a105a2791,USER_001,15/10/2023 16:11,Mobile Recharge,U Mobile Reload,44.07,Successful,MERCH_MBL_2315,payment
55fb9956-a9a3-4805-b105-e8c3bf57e01d,USER_001,16/10/2023 8:30,Education,iLearn,167.52,Successful,MERCH_EDU_6188,payment
4b96e68b-9c53-4adb-b0b1-f4d5db92d07e,USER_001,16/10/2023 20:05,Online Shopping,PG Mall,316.38,Successful,MERCH_OSP_1588,payment
82558499-05a1-4499-a42f-2eed5e0c7830,USER_001,18/10/2023 13:41,Streaming Service,Astro On-The-Go,44.34,Successful,MERCH_STR_4727,payment
0c3092bf-97a4-4349-bc9b-8513becc3436,USER_001,19/10/2023 7:09,Public Transport,Go KL City Bus,4.99,Successful,MERCH_TRNS_2646,payment
3eedede5-8350-43fb-b368-1e37b1bfbe8e,USER_001,20/10/2023 7:39,Parking,APCOA Parking,16.33,Successful,MERCH_PRK_6314,payment
03aaa8ba-9270-4845-914e-fa907ab21a3f,USER_001,20/10/2023 13:49,Food Delivery,Foodpanda,53.43,Successful,MERCH_FDL_5000,payment
59bb598d-2135-49e5-9309-d33f180d427f,USER_001,20/10/2023 14:01,Gaming Credits,PUBG Mobile UC,12.5,Successful,MERCH_GAM_3868,payment
52f5b3c6-af4d-4dc9-a9e6-a786c50a423f,USER_001,20/10/2023 21:18,Water Bill,Air Selangor,55.64,Successful,MERCH_WTR_9153,payment
c45d9de9-565b-4028-95e1-ef6aa7fab4c3,USER_001,21/10/2023 12:27,Online Shopping,Zalora Malaysia,142.56,Successful,MERCH_OSP_8529,payment
60df5c10-6efd-434b-a9c1-5317e32eaf89,USER_001,21/10/2023 20:58,Gaming Credits,Free Fire Diamonds,20.01,Successful,MERCH_GAM_9955,payment
d837a5b0-18a9-487b-9d40-811fe6f21403,USER_001,23/10/2023 20:04,Food Delivery,Beep Delivery,61.84,Successful,MERCH_FDL_5901,payment
8249c16b-551d-4715-9605-dc1e192b5e5a,USER_001,25/10/2023 11:30,Grocery Shopping,Jaya Grocer,249.85,Successful,MERCH_GRC_4263,payment
11652c6b-30e8-40e6-921b-33e125e668db,USER_001,25/10/2023 21:06,Public Transport,Rapid Penang Bus,6.17,Pending,MERCH_TRNS_6881,payment
b8fe360d-1579-4f61-86e2-69a31a2cc882,USER_001,26/10/2023 15:05,Grocery Shopping,Tesco Malaysia,16.9,Successful,MERCH_GRC_5497,payment
86221773-ae33-40ab-bbbb-e4a2c159f939,USER_001,27/10/2023 14:36,Movie Ticket,GSC Cinemas,35.65,Successful,MERCH_MOV_9138,payment
41d2e256-f87b-4170-b6f6-130fca349afe,USER_001,30/10/2023 14:52,Movie Ticket,TGV Cinemas,19.69,Successful,MERCH_MOV_6772,payment
41c3b8b7-d5f4-492e-997c-f7dc93c58292,USER_001,31/10/2023 10:40,Grocery Shopping,Aeon,227.3,Successful,MERCH_GRC_2591,payment
0f4df234-98fd-48a7-827e-12f4b6aa84f4,USER_001,31/10/2023 14:32,Grocery Shopping,Cold Storage,151.2,Successful,MERCH_GRC_1546,payment
2ddc0955-b5da-4b55-ae0b-98c7c10aaa31,USER_001,1/11/23 8:08,Wallet Top-up,Maybank2u Top-up,171.65,Successful,TOPUP,topup
202b9676-4d4f-4dff-b31d-7cd539511310,USER_001,2/11/23 7:19,Petrol,Petronas Station,53.88,Successful,MERCH_PTR_3854,payment
f4606aeb-c6cf-4c69-bb28-92d58eef0138,USER_001,4/11/23 9:15,Food Delivery,Grab Food,49.15,Successful,MERCH_FDL_2041,payment
83b5ed22-cfc6-42f5-812f-a1113f0d4956,USER_001,4/11/23 17:34,Online Shopping,Shopee,261.84,Failed,MERCH_OSP_8405,payment
0c49bdee-2638-4ee0-ae4c-38e08587a793,USER_001,4/11/23 20:23,Highway Toll,MEX Highway,5.72,Successful,MERCH_TOLL_9543,payment
9e6e78f2-0b15-4bad-9430-90336917e484,USER_001,5/11/23 6:17,Highway Toll,KESAS Highway,7.47,Successful,MERCH_TOLL_7580,payment
61074761-0267-4630-9956-c318f77e67ab,USER_001,5/11/23 10:34,Taxi / Ride-hailing,AirAsia Ride,54.76,Successful,MERCH_RDH_2204,payment
073faab0-0eaf-45b2-84ed-24e6b4ac5d68,USER_001,7/11/23 6:03,Food & Beverage,Marrybrown,51.82,Successful,MERCH_FNB_5505,payment
178cb2e7-9273-4b39-9062-b6821c7a1f7d,USER_001,7/11/23 13:21,Taxi / Ride-hailing,AirAsia Ride,23.33,Successful,MERCH_RDH_9692,payment
85317150-4b1a-416c-bf72-e8a2a223a34f,USER_001,8/11/23 18:54,Food Delivery,Grab Food,45.55,Successful,MERCH_FDL_4522,payment
fc92537d-021e-4077-b37b-4be4402e6a66,USER_001,8/11/23 21:01,Food Delivery,AirAsia Food,44.45,Successful,MERCH_FDL_7532,payment
8ce252e6-ff71-4122-abd5-1c6e3ff9c100,USER_001,9/11/23 12:07,Food Delivery,Shopeefood,86.38,Successful,MERCH_FDL_7132,payment
0e1813fb-afba-45b4-8b8c-eee6bf6c826e,USER_001,10/11/23 19:07,Online Shopping,Shopee,64.75,Successful,MERCH_OSP_2398,payment
e4636f52-8a7e-4631-a82c-9ae9f881579c,USER_001,11/11/23 13:08,Taxi / Ride-hailing,inDrive Malaysia,38.5,Successful,MERCH_RDH_1982,payment
c49694c2-cb99-4bcb-b53e-cc48f8c21fbc,USER_001,12/11/23 23:26,Mobile Recharge,Maxis Reload,24.14,Successful,MERCH_MBL_7730,payment
22b78d27-a0cb-4c2f-a00a-9e4db924c02f,USER_001,13/11/2023 6:16,Movie Ticket,GSC Cinemas,29.61,Successful,MERCH_MOV_5712,payment
0154194f-e182-4394-9297-c6d3dc94888e,USER_001,14/11/2023 11:12,Petrol,Shell Malaysia,89.11,Successful,MERCH_PTR_3535,payment
77e7d8ae-d41d-4e0e-a1db-25b03eb4539d,USER_001,15/11/2023 8:09,Public Transport,RapidKL Bus,2.03,Successful,MERCH_TRNS_7022,payment
3e310869-6c34-4958-bfdc-41c8001394db,USER_001,15/11/2023 13:54,Food & Beverage,Secret Recipe,50.67,Successful,MERCH_FNB_1430,payment
db5eb0b7-6cbe-4a59-bdac-74f354de8797,USER_001,17/11/2023 22:58,Taxi / Ride-hailing,Grab Car,22.21,Successful,MERCH_RDH_3955,payment
dc8ecd0b-ee8c-4c23-a5f2-513f97bc81e4,USER_001,18/11/2023 10:24,Wallet Top-up,RHB Online Top-up,101.22,Successful,TOPUP,topup
c40631ff-83e4-4afe-b1b1-fd08aa104646,USER_001,18/11/2023 17:05,Petrol,Caltex Malaysia,42.77,Successful,MERCH_PTR_2140,payment
e0fef144-afaf-44ad-9dc9-bbf5bbdd331c,USER_001,19/11/2023 12:04,Highway Toll,MEX Highway,4.51,Successful,MERCH_TOLL_9691,payment
08acb46e-ca0b-42f4-a6c5-f25feac5e790,USER_001,20/11/2023 13:41,Food Delivery,Shopeefood,68.28,Successful,MERCH_FDL_6105,payment
f59a9c7c-ef37-4f93-b40b-9d81c582d09e,USER_001,20/11/2023 19:17,Petrol,Petronas Station,44,Successful,MERCH_PTR_1861,payment
b14e1181-c275-4001-b58e-059fb6f0fa13,USER_001,21/11/2023 9:53,Highway Toll,PLUS Highway,7.7,Successful,MERCH_TOLL_5458,payment
d7f515b1-cf1f-490b-ad19-bf72795f1740,USER_001,21/11/2023 17:03,Electricity Bill,Tenaga Nasional (TNB),111.74,Successful,MERCH_UTL_5475,payment
c2102c9b-4b32-43d6-ae7b-dbff37a9305e,USER_001,21/11/2023 20:58,Food Delivery,Grab Food,64.9,Successful,MERCH_FDL_5640,payment
83e191a4-1b48-4a9e-9b5a-c07e1861a374,USER_001,23/11/2023 17:13,Petrol,BHP Petrol,49.85,Pending,MERCH_PTR_1744,payment
e78da7c5-f063-44e2-8292-84872ca3659a,USER_001,24/11/2023 10:56,Highway Toll,LDP Toll,14.73,Successful,MERCH_TOLL_5938,payment
13a515b2-220d-4682-bd49-3d1696e8b991,USER_001,24/11/2023 14:37,Movie Ticket,MBO Cinemas,17.12,Successful,MERCH_MOV_6375,payment
db034e0d-09b7-4aca-8fbf-59fd0b75b776,USER_001,24/11/2023 16:51,Food Delivery,Foodpanda,53.54,Successful,MERCH_FDL_7229,payment
142a0cc4-d2a8-4d7d-80df-fdd725598d90,USER_001,25/11/2023 23:13,Petrol,BHP Petrol,65.74,Successful,MERCH_PTR_2180,payment
5a535405-cc70-4c68-8dc1-0c5cab720473,USER_001,26/11/2023 11:07,Food Delivery,AirAsia Food,79.24,Successful,MERCH_FDL_2275,payment
d99c12cb-5906-44af-b029-52d8af1614ba,USER_001,26/11/2023 23:56,Petrol,Caltex Malaysia,40.37,Successful,MERCH_PTR_5743,payment
c91a6184-2017-4bb5-abc4-67b27f85fbff,USER_001,27/11/2023 11:16,Mobile Recharge,Yes 4G Reload,43.28,Successful,MERCH_MBL_8538,payment
7ca22bde-6685-41c6-9794-728ff1536d37,USER_001,27/11/2023 17:06,Public Transport,RapidKL LRT,4.92,Successful,MERCH_TRNS_4986,payment
0d352a88-1396-459b-ae53-d3971b7dc67b,USER_001,27/11/2023 20:05,Highway Toll,SPRINT Highway,4.6,Successful,MERCH_TOLL_6562,payment
b0e23a90-df0e-4f95-8986-88ca9bc37412,USER_001,27/11/2023 21:51,Highway Toll,MEX Highway,8.93,Successful,MERCH_TOLL_2868,payment
0e50332d-c78b-4bf9-bad6-3a8f1304ab4f,USER_001,29/11/2023 23:20,Movie Ticket,MBO Cinemas,20.14,Successful,MERCH_MOV_3419,payment
f4732b39-d73e-446e-99c8-9e072ff2d4aa,USER_001,30/11/2023 15:20,Food & Beverage,Marrybrown,18.29,Successful,MERCH_FNB_2234,payment
